id,comment,network,billing_price,customer_service,data,service_product,sentiment
193668,magule  me masen mama ain karanwa connections eka data kapenawa mb nemei gb painawa aduma gane mata fb video ekak wth balanna baha 8gb thibila update kara 16gb walata day night hariyawida balanna eth na kapenawa nemei munge hora magadi kapanwa hariyata databass controll karapalla giya mase mage dawas 6 16gb iwarai monawa karalai fb eke mt4 ekei idala yako ekata data card ekak dammath mata ynn pwlan das 3kata wadiya thawa ekak giya mase data iwara unama amathara data 5gb gaththa mama ekata 400 ethakota mase bill eka 1070 tax ekka okkoma 1470 wath thiyamu eth mata bil eka awa 1550 anthimata nawathune 1560 gewala govermant eka huran kawwa madita umbalath apiwa huran knawa dan thama bill eka aweth na giya mase gewanne biil eka nathuwa receipt eka fill karala bill eka wath welawata ehalla stupid,0,1,0,1,0,0
411,mage  number ekata boru massage ewala sunday salli kapagaththa mn hitiye kurunagala mn dannewath na boruwata massage ewala salli kapagana company kathakarama kiyanawa id number dalalu meka active karala thiyenne a welawe mn hitiye ape nada gedaraka mn nokarapu dekin salli kapagana mage anith number ekenuth giya mase 23 wenida idan dawasata 5 gane kapuna mn dannewath na company call karama kiyanawa fun miusick active karalalu mt fun miusick active karanna time na mage wadath ekka katha wada karanna epa  mn aurudu 10 withara use karanne  mage cash refund karanakan mn meka nathara karanne na salli wadak na eth nokarapu deta salli kapagaththu eka waradi mn danuwath nisa hodai kisima danumak nathi minissu pau ungen hambukaragannawa corona dawas wala paduwada dn allanna hadanne higana wada karanna epa dannawani  walata una de nama kathakaraganna epa,0,1,1,0,0,0
95889,hy  mama rathmalane last week eke oyage sales officer kenek awith rs100 aran sim dunna ape area eke hamotama deepa gaman yanna haduwa thawa podden active nathi sim deela yanawa eya ekath hadaganna 2 hours walatath wada welawa giya ita passe eya kiwwa me sim ekata  to  750 minute and other walata 250 minute free kiyala thawa month eka purama free you tube balanna puluwan face book walata 8 gb thiynawa kiwwa ehema kiyala giya habai next day eke sim eke sallith na free kiyapu mukuth na habai youtube and fb wada kara eath eka hariyata welawak na eka paarakata thiyanawa aith na dan ekath na eye idan mama me sim deepu kenata cl kara answer karanneth na anith connection walata wada  use karanne vishwasaya nisa plz mekata solution ekak denna,0,0,1,0,0,0
122517,minissunge salli huran kannepa lankwe ape 1k neda anit company wlata wada rata gena hitanna ona neda march 25 bank1n 100rs k reload kra gttama automa 61 30rs kapan jara weda krnnepa me sim1 e package1 awurudu 2ta wedi kalayk tisse eka active krla ne me wage api asarana unu welawe automa salli kapan mn customer care kata krama aye refund krnnat belu kiwa mama active nokarama ehema active krla minissunge salli huran kannepa me wage welawakawath e wagema e active unu free call msg balnace check krat ennet ne march 26 check krala beluwama minissu dapu comment balnna ape rate kiyana hegeemen  use krna api wage ayat anit network walta maru weyi ratak kohomada diyunu krnne etkota admin action1 gnna minissu asaranayi pitin apu compnay posath wenne me nisayi,0,1,1,0,0,0
59366,dawas 5k wenawa complain karala enawa kiwwa team eka nanawa wenna athi ane manda  mun mewa balanne naha ohe post danawa admi danne post danna witharayu mokda  eke 1212 eke onama ekkta kiyanne restart karanna kiyala mage router eka internet connect wenne naha winadi 10k withara yanakan mun eth kiyanne restart karanna kiyala passe manma wena router ekak set karama eka thappara ganakin internet connect wenawa man oya tika kiyala router eka replace karanna wena router ekak dammama wennada wage connect wenawa kiyala kiwwa apu team eka adsl splitter eka maru kara hari naha kapuwa thiyena wire okkama kapala kapala hari kiyala giya kiyannako apau gennala thama router eka maru kara gaththe me wage post dana wele poddak staff ek train kara gaththanam hodayi kiyalayi man nam hithanne,1,0,1,0,1,0
42109,boruwata speed nm wadi kranwa data tika mase iwara wenndath kalin washpa wenwa anith eka boruwata night time data wadi krala minissu rawattannda epa peek time data aduwen deela ee datath ikmnt washpa wenwa oya night time wadiyen dena eke ee data tikath peek time dennda barida night time wadi krala api raa thisse aharila inne nane ekko night time data 12 pm idala ude 9am wth wenakn dennda one mase anthimeta 40 gb wage night time data apathe yanwaa peek time ekko wadi krannda one night time adu krala anith eka data usage app wala pennanawata wada  usage meter app eke data wadiyen iwara wela pennananne puluwnnm meewata wisadum dennda apita boruwata data speed wadi krala mase anthimeta bila nm loku gaanak ewanwaa,0,1,0,1,0,0
120399,me thamun nanselata wena magul nada hama dama kehalmal magul pending sending karala tax s kapagane kalakani yakku just does yours service sincerely to appreciate it to consumer s idoits busking bugaboos what he ll man you doubting doing he ll things kalakani hatta relocate karapu gaman munge magul anawa pending too much error occurred to phone i miniho hariyata service karanawa kannethuwa nikan redda everyday same thing kalakani munge hariyata database ekak hadana dane mb wath 1hour battery getting low mona magulda manussayo karane kehalmal dala delete weneth be kehalmal magul tv channel gathamath emai boruwata bill guess karanawa munta gahana ona alan kapati kam nokaranama kalakani ei yako call ekak watch gane me pissu huttala magul karanawa phone ekath wosrt wenawa,0,1,1,0,1,0
114616,maath nethi una 078 sim1kata galle  kudayakin sim1k gaththa a kolla ekata mgen 200k gaththa a kolla qwa a200 ganne sim1ta arced 1kin nethi una sim1k ganna giyath 200k gannawa a salli reload wenneth ne kiyla salli deela aragenath eka active une ne active karanna rs10k daanna kiyala msg1k aawa a paara thawa rs50k deela card 1k gaththa crd1 wetuna kiyala pennanneth ne a paara customer care kathaa kalaa a number1 wena kenekta deelath ne aaye dennath belu wena number1k gannalu aaye salli gewala mn den kalin 200kuth gewala sim1k aran ekata 50ka crd1kuth aran sim1 active wen nethi nisaa wena number1k a sim1ta daala denna qwama ekath be lu ay mehema minissu rawattanne meka gena peminili karanna oona kohaatada,0,1,1,0,0,0
62946, lankawe boruma kiyana jalaya rs 249 card eka video unlimited na danna epa eka boruwak hariyatama dawas 10i balanna puluwan hot line kathakarama kiyana dear sir phone eke data iwarai reload karanna kiyala bt meka unlimited nadda 249 package eka kiuwama kiyanawa youtube video wala yana add walata data kapenne ekanisa data wenama ekata kapenawa ekata data card danna oni kiyala bt eka maha wanchawak mokada 249k kiyanne 3 5gb wage data daganna puluwa eken you tube maseyakma giyath 360p quality eken videos balanna puluwan ithin onama kenek normally used karanne maseta 5gb wage youtube walata ithin 249k reload karala ayeth data card danne mokatada eka maha kapati wadak  gananam danne naha eyalath me package ekama denawa,0,0,0,1,0,0
226976,customer service cdma hybride router eeta passe connection free kiyala internet connection ekath gaththa system danawa kiwwa pahuwadama eada idan sathiyak phone eken call gannath baa internet wadath naha call karama compalin eka liya gaththa kiyala reference number ekak ewanawa ohoma sathi dekak giya anthimata yantham internet witharak wada call ganna baha sallikapagena munge customer service katha karana wa wadak naha barima thana yaluwekuta kiwwa ma colombo head office wadakarana  kenekuta kiyala winadi 5 n wade goda dala dunna mun complain karata ewa ganan ganne naha apiwa rawattanawa witharai eeta sathiyakata psse panadura ewn katha karala ahanawa compain ekak thiyenawa phone eke awlak thiyenawada kiyala mama unta kiyanna thibuna tika kiwwa hondatama onna okai  thathwe,1,0,1,0,1,0
119680,me  eke eunta api kiuwa giya 24 he idan apita signal aulak giya kiylaa man sinhalenma kiuwa mata withrak neweu ape kollo okkotoma me aula wela kiyalaa munge kauru haru ekek kiynawa phone eka apn eka hadannalu network mode ewannaluu thawa baila godaii okkotoma signal aul giya eka kiylath mun baila gahanwaa ita passe kiynnwa eyala ape signal data saerch krla beluwalu eyalata aulak penne nellu aula un putu wala idagena daththa pariksha kara kara signal aulak ne gaga innawaa pawichchi karana apita wada eyla thamai danne ape signal  eke weda karana eun mahama maha gon harak kiyla eda thamai denagththee neda bnn chandika jayanath umesh jeewantha udara l rathnayaka,1,0,1,0,0,0
117290,man  ekata katha karala  self care app ekata log wenna user name ekai pasword ekai illa gatta eyala ekak wenas karala dunna mata ita passe mn router eke awlak welaa  eken wena router ekak illagatta e tibba sim ekama thamai illa gatte router eka withrak maru karan tika dawaskin my  app ekenui self care appe ekenui dekenma auto log out wela thibba parana user name ekai pasword ekai gahala my  app ekata log una man eth  self care app ekata ema log wenna haduwama invalid number kiyala user name eka waradi kiyalada koheda kiyanawa mokakda me awla mata bill eka wath gewanna widiyak na plz help,0,0,0,0,1,0
190414,hi  api use krnne  thama eth call walata thama data nm na ai signal na api innne lacation eka thamai bibile idan padiyathalawata yana margaye hari mada e kiyanne sri ashokarama pansala gawa 3g 4g kiyagena gihin signal kadulak na meheta thiyenne eka signal kanuwai ekth yanawa data on karapu gmn puluwannnam meheta coverage denna meheta  2g 3g 4g  2g 3g 4g  2g low coverage oyalage campany ekata wadi labayak ganna unath oyala coverage denna ona mulu ratatama oyalage campany ekt kohonada profite ekk thiyenne call network vitharak use krlaa mehe oyalage userse la godak innawa eth coverage na anna eki prasne my contact no 0783660984,1,0,0,0,0,0
139386,peak usage data quote eka wadi karanna natham automatically peak usage eka iwara unama off peak data walin use karana widiyata hadanna fiber line wadak na data quote eka madi practical na data iwara wu pasuwa 64kbps budimath karana karana thanka 5 6 lamekthutwath therana de ta notherenne ai boho wita mon dakinne gana danum adu kama wenna pulwan customers lage comments opinions kiyalawala balanna e geana wimasanna wisudum soyanna kiyatkaka wanna comments 90 athhe negative eya oba wayak wiya haki hamawewema fiber line ekata maru wenna kiyala call karana one na eya prayogikawa watinawananam own kaminma ema connection ekata maru wewi wachnae parismthmayen unlimited wenna natham eya sadhan nokaranna,0,0,0,1,1,0
102657,insurance service eka thanikarama boruwak mage thaththa april 07 nathi una kakulata vishavijayak gihin thaththa kiyala thibbe apita 10lax life insurance ekak dala thiyenne kiyala meyala nathi una vidiha ahagena 24 lax hadisi anathuru cover ekak qwa dala thiyenne swabhawika maranayak nisa 01lax gewannam qwa api call voice rerecording illuwata ada wenakan dunne na dan 01lax gewannath balu thaththa nathi une age thibba kalin ledak nisalu death certificate eka newe meyala balanna awrudu ganak parana clinic pothak eke ehema thibba kiyala rakshana himikan denne nalu ethakota mage thaththage marane hadisi anathuru manayakda swabhawika maranayakda meyala kiyana vidihata dekatama aithi na puduma logic badu weda owa asarana minissunge salli,0,0,0,0,1,0
119633,me  eke hotline call karata kawadavath contact kara ganne nam na branch ekata giyama e minisunge loku kam balanna one naki auntyla indan mona krnvada man dan na ai ane mehem venne  eketh vardi athi eth  eke customer care eka uparima hodai one prashnayak kiyla hada ganna puluwan e athin  eke membersla nam antimai mn dan  aran 6 month vage venva taama mata call ekk ganna ba hotline ekata oyalage me naki minisu gedara yavala hoda ugath tharuna pirisak ganna  eke vage branch valata giyama api prashnayk qwama e minisu uthara denne gahanna vage chick antimai cusyomer service eka nam,0,0,1,0,0,0
55480,customer care eke inna un guli kalada dan na inne katha karahama 15 000k gevanda kiyanava yako giya maseth 4200k gewva aye 1000s ganak thiyenne sihi vikal ganu othanta danda epa boru bill gana kiya kiya minissu mula karanda epa ohoma anith kattiyath preveshamen inda munge kuta vada valata ahu venda epa apita data tikavath hariyata den na a unata ashva ganan bil nam gevanda kiyanava ai minissunta ohoma karanne mage router number eka dala thiyenne poddak balanda a vagema api ganna calls record venavanam man gaththa call eka poddak balanda kageda varada apeda naththan othana inna guli kala katha karapu a ganu kenageda kiyala,0,1,1,0,1,0
48150,cliq app eke rs 498 15 days package eka active kara kara hitiya mn tv eke ad ekak dakala rs 271 ta 30 days package eka active karagaththa kiyanna sathutui puduma speed ekak thiyenne touch karanna oni na hithapu gamanma oni karana dewal load wenawa curfew nisai eka paara a package eka gaththe maasayak ma thiyena nisa mechchara slow kiyala dannawa nm jiwitheta ganne na kochchara slow kiyanawada kiuwoth social media wala msg notifications ekke na appa eken app ekata gihin balanna oni ethakota thamai load wela msg enne dn cliq app eken wath package eka active karaganna ba curfew nisa reload daanna bari nisa,1,0,0,0,1,0
70911,etthatama  eken 29 49 99 me hema ekakama data dabal karala thamai thiyenne  eken ehema hari denava vena eka jalayakinwath mehema vedi karannene thiyena salli tikath kapa gannawa ehema eva hodai evata okkoma honda thamai kiyanne moda minissu  eken mega run kiyala game ekakuth hadunwala deela thiyenawa tamanta data ivara una welavata mega run gahala data labaganna puluwan eth ekatath me gon harak benala thiyenne kamakne kathawakuth thiyanawa hema damath para dhinne loke awanka u aya mylu kiyala e monawa unath kamakne mama nam  venuwen ekenma innawa niyamai  magen suba pethum sri lankawe vegavathma jalaya vegayen idiriyata budu saranay,0,0,0,0,1,1
130566,nimak nathi data mona boruwakda eeka 4g unlimited kiwwata dawas 30ta labenne 45gb dawas 30ta kalin 45gb exceed una gaman speed eka adu karanava ethakota data nima una haa samanai 4g nathi nisa mona g da kiyanna api danne nah 20mbps kiwwata 4g activate karapu mul dawasema thibbeth 10mbps dan kiyanna epa speed test eke screen shots danna number eka ewanna kiyala oona tharam ewala athi api boruwata ewanava complain numbers nuth oyala denawa eth kawadawath solution ekak na meka trc ekata thamai eeta passe kiyanna wenne apita mokada  la minissunta market karana de customers la vidihata apita hariyatama labenne nathi nisa,1,0,0,1,0,0
169474,thopi maha jara network ekak customer care assistant kenek contact karaganna be waru ganak try karath rs 30k loan eka dila 33k kapa gannawa  80k dila kapa ganne rs 82i thope loan ekak gatthama ae loan eke salli sathiyen cancel karanawa  eke loan ekak gatthama eke salli ivara wenakan use karanna puluwan mechchara rate prashnayak tiyena welawe thopi msg ewanawa account eke salli nethi hinda connection eka disconnect karanawa kiyala ehema nowennanm reload karanna kiyala thope connection eka disconnect karapalla den athiwela tiyenne thope service eka den fb eke rellak yanawa  ekata erehiwa thopi dena ganiya ilangata thope ware,0,1,1,0,1,0
191568, eka  gattanm mewath hedenna ona mageth ammageth sim dekema rs 400 gaane thibba expere date mathake thibbe nehe 8 wenida thibila thiyenne ithin 9 call ekk gnnahadaddi ewa blockkrala recharge karannath behe passe ude coustomer line gattahama relord ekk daanna rs 50ka ethakota parana gaanatama ekathuwenabawa kiwwa den ada coustomer line gattama kiyanawa balance eka 0 i rs 100k relord klama active wei hebei mulin thibba mudala nolebena bawai kawadawath 77 71 75 network mewage baluweda karanne nehe mewwa hodaweda nemei coustomer line inneth deyak therumgnna beri sinhala notherena aya trc complin karanawa mewage jaraaweda ahinsaka minissunge salli mankollaknwa,0,1,1,0,0,0
89944,hi yaluwane  eken oyaala dannema nethuwa oyaalage salli kapanawa eka karanne mehemai oyaa eyaalage 3rd party service ekak subscribe kala kiyala salli kapanawa rs 3 50 rs 10 rs 15 etc passe call karala ahuwama kiyanawa pop up message ekak api yes or ok karalalu lankawe law ekata anuwa popup request tahanam trc ekata call karama eyaalath kiyanawa hena boruwata partnrservices kiyala tamai salli kapanne ideabiz kiyala tamai account eke penwanne adama call karala ahanna custmer service eken monawa hari subscribe karala tiyenawada kiyala ow sir kiwwoth badu banis mama mage rs 2750 refund kara gatta  eken boruwta kapapu,0,1,0,0,1,0
194404,mge router ake day data quata ak thama active krl ne complain 7 8 withara demma mis wechcha bill okkoma gewalth customer mehema krnvd dawalt internet use krnn beri hinda mt acadamic wedkwth hariyt krgnn be 10 wenidt bill awnn lahasthi wenn nm epa mkd data use nokr bill gewnn mt wuwamanawk ne mm it field akk enn kenek api godk data use krnv issarahat mehenm cusomerlt salakanne wena connection akkt maru wenn wenv mm thawath podi cusomer kenek wennethi ath mehema nethi wena customer kenek aye dnn kyn kenekt  akk argnn epa kynv ekmnt hadala denn homebroadband  ,0,1,0,0,0,0
183229,yako thope  aka godaak labanawa ati api padulabanawa  data or cl pack tyagena yako ape income aka thope 4n bill data bill walata iwarai api thoranne lankawe tyena super connection akak speed dunna kiyala data mahalokuwata dunnata wedak na yakune customer satisfy natnm ubala tv connection dila tyenawa eket hidden money gannawa api dannet na salli kapala kisima kelehigunayak nane bnla yko thopi rajaye badukiyala hena ganak kapanawane yko ubalage connectionut natiwe wage huwawei walata wage minissu hoyanne aduviyadamin wedi prathilabayak ubala krnne customersla nomaga yawanawa wage wedak yko 4g connection speed krla wedak na customers satisfaction puruduweyanla,0,1,1,1,0,0
119106,math awrudu ganak complain kara talk kala head office evillath katha kala complain vitharai baraganne ea gena kisima vageema yuth pilithurak lebune ne api daanna data nikam ma ivara venava internet weda kale ne kiyala kiyala kiyala epa vela inne 2014 sim eka gaththe eda idan me problem thamai mang gold member 4g sim ekata maru kara eeta passe network eka thibba problem nisa post paid eken pre paid ekatath change kala dan number eka venas karanna beri nisa vena option ekak nethuva use karanne ivasala ivasala ada mang prasiddayan kiyanava network eka 4g eka ea speed ekatama labaa denna,1,0,1,1,0,0
195520,ogollo na wadak na  sim ekk oder kala thama na ma e complain ek ogollange me page ekt kivva mt kivva id num ek inbox krnna kiyla ma inbox kala but ita passe mgen ahawwe oder krla kochhra klada kiyala saha new sim ekk da kiyla vitari ahawwe atanin ehata kisima reply ekk na sim ek ikmanin ewanwa da kiyla ahawwahma kisima answer ekk na terumk na ne me vidihata ogolloma kiynnne sim online krnna puluwn kiyla but oder karala masa 2k vitra wela at sim ek na mt oder krna kota kivve 1week walin ewanna kiyla terumk na,0,0,1,0,0,0
175759,wadiyenma ayakarana lankawe number 01 jalaya  hama ekama ehema thama  tv pattama ganak aya karanne tv baluwath nathath pattama bilak enne  tv maru karanna kalaya hari chanel 50k balanna rs 820k yanawa ewageth wadakma nathi chanel denne world cup eka balanna wenama rs 99 vat gewanna ona batapola antenawak gaththanam chanel eke hari baluwahaki munge balukama kiyanne match yana kaleta chanel eka denne ne api wenama thawa ganak dila star sports chanel eka active karanna ona match nathi dawaswalata ubalata chanel eka denna puluwan eth thiyena dawaswalata denna be ohoma gasakanawata hena gahanawa ubalata,0,1,0,0,1,0
